2,淘宝购物广东移动手机话费充值元快充直充小时自动充即时到账,5949
1,网上银行其他,5940
0,民生,5923
1,网银在线,5922
2,北京友宝昂莱科技有限公司,5882
2,银联差旅类消费,5882
2,柒一拾壹北京有限公司,5872
1,取现手续费,5826
1,友宝,5801
1,银联代收,5786
2,北京世纪卓越信息技术有限公司,5741
1,本行无卡取款,5722
1,本行还款,5712
0,重庆消费,5706
1,汇付天下,5680
1,同城跨行取现,5673
2,中国网络技术有限公司退货,5639
1,第三方代付,5622
2,广州网易计算机系统有限公司,5574
0,代发补贴费,5569
0,自定义,5566
1,零售利息,5531
1,西湖支行信用卡还款,5523
1,条码华润,5522
1,条码,5501
1,网上银行转账,5458
1,自动购汇汇率￥,5445
1,财付通大众点评网,5437
1,同城跨行消费,5392
1,财付通美团网,5389
0,深农代收,5386
1,本地交行转入,5381
1,掌银账户,5335
2,财付通腾讯公司,5317
2,手机银行跨行,5294
1,钱包付款,5285
1,财付通京东,5258
1,代扣资金,5233
1,中国建设银行取款,5224
0,转出,5221
0,自助转入,5215
2,浙江移动手机话费充值元快充直充小时自动充值即时到帐,5211
1,京东商城消费,5210
2,饮料,5128
1,证券业务做,5084
0,信使费,5073
0,第三方代收,5068
2,网易一元夺宝,5054
1,招财宝变现自动转入余额宝,5045
0,结息扣税,5038
2,北京口袋时尚科技有限公司,4993
1,公益宝贝捐款捐款项目爱心包裹贫困儿童关爱行动商品,4992
1,上海消费京东商城,4944
1,银联转账还款,4892
2,北京嘀嘀无限科技发展有限公司,4849
2,浙江翼信科技有限公司网易宝,4847
2,北京移动话费元快充自动充值即时到帐,4828
1,金科,4828
2,滴滴打车,4812
2,滴滴出行出租车车费,4781
1,银联境外,4757
2,打车软件扣款奇漾信息技术有限公司,4741
1,米币,4732
2,上海福满家便利有限公司,4731
1,汇入,4710
2,北京易到旅行社有限公司,4707
2,北京嘉信浩远信息技术有限公司,4703
1,账户码转账,4669
0,网上代发代扣,4669
1,滞纳金,4657
2,上海汉涛信息咨询有限公司,4630
1,快钱快捷支付,4626
1,苏宁易购易付宝快捷支付,4590
2,苹果在线商店分期手续费,4573
1,网上银行退款,4568
0,腿毛,4549
1,账单分期￥,4523
1,余额分期当月扣款余额转分期六期,4514
2,手机充值充值元,4503
1,银行卡中心,4427
1,公益宝贝捐款捐款项目孤儿保障大行动商品,4408
0,借记,4399
1,易宝付,4392
2,腾讯计算机系统有限,4382
1,大额支付,4381
2,四川移动手机充值元快充直充小时自动充即时到账,4345
0,校园,4344
0,其他,4337
2,单项增值服务费信用保障收费,4332
1,卡清算中心透支利息,4272
2,天翼电子商务有限公司上海分公,4254
1,基金赎回,4222
2,上海麦当劳食品有限公司,4209
1,金币,4191
0,交易过帐,4186
2,大众点评网订单编号,4178
2,年费,4175
1,汇费,4172
2,易宝支付客服,4145
2,无卡自助消费－银联北京三快科技有限公司,4127
1,财付通还款,4121
2,手机银行跨行还款,4117
1,汇划,4109
1,自动还款失败－帐户余额不足指定帐户余额不足,4108
2,北京口袋时尚科技有限公司微信微店,4107
1,付款账户码转账,4094
1,虚拟账户取现,4079
1,财智金期,4076
2,聚美优品购物车编号,4071
1,快捷分期,3994
1,平安付,3986
2,财付通饿了么网上订餐,3982
0,其它,3981
1,自助设备还款－同城,3970
1,基金定期定额申购,3925
1,陆金所通用代,3895
1,银行柜面,3891
0,百度,3877
1,账户充值面额,3873
1,入账款项,3869
2,小米科技号订单,3852
2,掌上生活预借现金,3851
0,－外部商浙江杭州,3848
1,付,3832
2,批量业务卡年费,3810
2,京东送货上门付款网银在线公司,3779
0,充退,3771
1,贷款还款,3760
1,本地交行转出,3749
1,付款腿毛,3744
1,网上银行货款,3739
0,交易费,3718
1,收款代付业务,3698
1,上海银杏树网络,3659
1,余额分期当月扣款余额转分期十二期,3633
1,异地跨行消费,3624
1,同城本行取现手续费,3611
1,自助转帐还款,3597
1,直销银行转账,3594
2,上海福满家便利有限公司全家,3567
2,淘宝购物山东移动手机话费充值元快充直充小时自动充值即时到帐,3562
1,网银扣款,3561
0,批量收费,3552
2,天翼电子商务有限公司,3552
1,现金取款,3529
2,上海拉扎斯信息科技有限公司,3518
2,网银贷记还款人行网关招商银行股份有限公司,3513
1,,3512
0,退货,3505
0,小伙伴们雪中送炭啦～,3505
0,入群经费,3505
2,湖南移动手机话费充值元快充直充小时自动充即时到帐,3495
1,万金币,3487
1,自助终端转账,3465
2,汇潮支付有限公司,3464
2,网银在线北京科技有限公司客户,3459
2,杭州快智科技有限公司,3438
2,苏果超市有限公司,3405
0,其他费用,3386
2,上海华程西南国际旅行社有限公司,3370
0,保费,3368
1,易联支付,3365
1,自动还款成功自动还款成功到期还款日还款,3341
2,网银在线北京科技有限公司消费,3339
2,机票订单付款{},3331
1,特约取款办,3312
0,投资理财,3308
1,_,3303
1,网上支付－万事达非验证交易,3297
2,河南移动官方话费充值元只要元,3275
2,广东联通官方旗舰店元话费充值广东联通元面值自助充,3274
1,快钱京东商城,3273
1,余额宝提,3269
2,手机银行预借现金,3266
1,网银互联,3262
1,资金归集,3261
1,入金,3256
1,存款户现金取款,3218
1,信用卡转账还款,3217
2,发个人红包—现金,3202
1,北京畅行信息技术有,3200
2,淘宝购物四川移动手机充值元快充直充小时自动充即时到账,3180
0,商户结算,3166
1,批量业务贷款还息,3158
1,取款手续费,3157
1,同城转账,3152
2,快钱江苏京东信息技术有限公司,3149
2,充值阿里云服务购买业务交易号,3130
0,水费,3117
2,淘宝订单贷款还款_,3117
1,账户安全险,3109
2,辽宁移动手机话费充值元快充直充小时自动充值即时到帐,3083
1,柜台存现,3083
1,余额宝代扣到余额宝,3080
2,宝付网络科技上海有限公司,3076
1,中国建设银行跨行费,3072
1,银联京东商城网银在线,3066
1,招财宝自动抢购个人贷号,3065
1,银联加拿大商户,3049
1,个人消费贷款还款_,3035
1,活期账户转入理财专户,3035
1,网上支付－非验证交易,3025
1,跨行通入账,3018
1,汇出,3017
2,网易宝,3011
2,陕西移动手机话费充值元快充直充小时自动充即时到帐,3006
0,为交费元,3005
2,中国联通交费充值,3002
2,微店订单手机开店很方便,2961
2,北京口袋时尚科技有限公,2943
1,当当网商品,2927
1,自动分期,2926
2,期在线商店分期付款到期扣收,2925
1,自动分期分期手续费,2918
2,阳光保险新版航意险,2915
0,合作伙伴充值,2912
0,粤通卡消费,2882
1,银联有卡自助消费,2873
1,淘宝网购,2869
0,上海消费,2867
2,神州优车天津有限公司,2861
1,批量业务贷款还本,2852
1,全国联保等多件积分代付,2849
2,北京永辉超市有限公司,2848
2,福建移动手机话费充值元快充直充小时自动充值即时到帐,2844
1,从内部账号转入,2844
1,省分行营运管,2838
1,证券业务基,2826
0,恒大,2820
2,网易一元夺宝,2817
2,嘀嗒拼车,2806
0,校园一卡通尾号充值,2788
2,国付宝信息科技有限公司,2778
1,批量业务余额宝提现,2758
2,上海统一星巴克咖啡有限,2756
1,招财宝赎回个人贷号自动转入余额宝,2746
2,上海大黄蜂网络信息技术有限公,2743
1,充值元,2740
0,跨境消费,2738
1,国内汇款,2731
1,奖金,2729
2,江苏京东信息技术有限公,2728
1,ＤＦ提现,2717
2,河北移动手机话费充值元快充直充小时自动充值即时到帐,2709
2,淘宝购物皇冠信誉山东美团账号山东美团网帐号山东美团网团购帐号,2708
2,淘宝购物浙江移动手机话费充值元快充直充小时自动充值即时到账,2703
1,百付宝快捷支付,2702
2,手机银行,2693
1,银联商户,2677
1,柜台取现,2658
1,网上银行汇费,2652
1,借记利息,2651
1,收款,2648
2,手机银行汇费,2648
1,跨行转账,2647
1,现金支取,2633
0,校园卡,2627
1,余额分期当月扣款余额转分期二十四期,2612
2,号店订单只为更好的生活,2603
1,存款结息,2597
1,淘宝客佣金代扣款,2589
1,湖北省分行人,2586
2,减免年费元年费减免,2575
2,淘宝购物皇冠信誉河南美团账号河南美团网帐号河南美团网团购帐号,2574
2,黑龙江移动手机话费充值元快充直充小时自动充即时到帐,2564
1,账单分期每月摊消第期共期,2535
2,上海移动手机话费充值元快充直充小时自动充值即时到帐,2531
1,转账手续费,2529
1,存款户转出,2517
1,预借现金,2513
1,网上银行还款,2512
1,还款成功谢谢!,2507
1,网银在线京东网银实物,2505
2,收到个人红包,2497
0,境外消费,2482
1,卡存,2480
0,劳务费,2476
1,账单分期手续费第期共期,2468
1,异地跨行取现手续费,2465
0,代扣其它,2457
1,百度支付中心,2446
1,证券业务定,2438
2,中国银联股份有限公司上海分公司,2436
1,嘉实基金代收,2434
1,北京京东世纪网关,2429
1,三方存管银行转证券,2427
2,易智付科技北京有限公司,2427
1,北京京东世纪网关分期手续费,2425
1,用户取现,2410
1,°消费,2407
1,同城跨行自助取款,2401
1,网银跨行汇款,2398
2,退款团购订单编号,2397
2,到店支付订单编号,2396
0,亲朋点券,2389
1,出金,2388
2,上海统一星巴克咖啡有限公司星巴克杯子销,2382
1,网上银行工资,2381
2,－银联网关亚马逊中国,2380
0,网上交易费,2367
0,全家,2365
1,收款转账,2362
1,－交行网关易宝支付,2353
1,汇款入账,2350
1,限购商品,2350
2,湖北移动手机话费充值元快充直充小时自动充值即时到账,2345
1,跨行转入,2330
2,汉海信息技术上海有限公司,2325
1,网银入账,2324
2,淘宝购物浙江移动手机话费充值元快充直充小时自动充值即时到帐,2320
2,淘宝购物腾讯黄钻个月黄钻包月黄钻一个月★可查时间自动充值,2318
1,跨行,2317
1,家装三年质保等多件,2315
1,账单免息分期分期,2308
1,网银专业版对账还款,2277
2,中移电子商务有限公司,2276
1,网银贷记还款人行网关中国民生银行,2268
1,易宝支付,2267
1,财智金,2255
1,圈存,2247
0,月工资,2241
1,工资转存,2234
0,天翼,2231
1,批量还款,2227
1,聚餐,2226
2,订单,2225
0,宜信惠民,2221
1,一鸣真鲜奶吧条码,2221
1,小米,2210
2,北京家乐福商业有限公司,2206
1,－交行网关财付通科技,2196
1,银联代付其他,2183
2,安徽移动手机话费充值元快充直充小时自动充值即时到帐,2176
2,电影订单编号,2175
0,微影时代,2175
2,北京百度网讯科技有限公司,2165
0,快捷退货,2161
1,补扣账户管理,2159
1,财付通网站,2152
1,亲密付,2147
2,手机银行转账,2143
2,成都聚美优品科技有限公司,2136
1,交易资金,2136
1,票据还款,2130
2,中国铁路总公司资金清算,2127
2,百度在线网络技术北京有限公司,2126
1,核算中心代理业务转帐,2117
1,卡通—大额,2114
2,饮料,2113
1,结售汇即时售汇,2108
1,卡现金存,2103
2,众安在线财产保险股份有,2101
2,百度在线网络技术北京有限公司,2099
2,深圳市快汇宝信息技术有限公司,2082
1,银联取款中国工商银行,2077
2,中国电信股份有限公司,2074
0,卡通,2072
2,迅雷白金会员,2054
2,屈臣氏个人用品商店有限公司,2053
1,北京转账缴费,2042
2,一号快车专车红包,2039
1,京东商城货到付款,2029
2,十足门店消费,2027
1,拉卡拉支付,2025
1,元宝,2025
2,银联跨行还款手机银行,2015
2,话费充值号码,2014
1,网上银行劳务,2012
0,个挺豆,2007
2,广东便利,2006
0,阿里云通用代扣,2001
1,批量代付,1996
1,账单日自动购汇美元还款自动购汇还款,1994
1,账单日自动购汇人民币扣款自动购汇扣款,1992
2,小米彩票双色球,1982
2,淘宝购物代充贝贝游戏币银子=万信用卡可付本店另有室内设计培训,1964
1,－交行网关银联电子支付,1961
0,中国,1960
2,北京小米支付技术有限公司,1952
0,聚爱财代,1950
2,微店,1949
2,增值服务使用费用卡安全保障,1948
1,借条还款,1946
0,其它第三方,1937
1,－交行网关银联在线支付,1936
0,小伙伴们速速还钱～,1933
2,北京当当科文电子商务有限公司,1931
2,天翼电子商务有限公司上海分公司,1927
0,充值,1917
0,富友代收,1913
1,高速通行费,1904
2,联通支付客服,1898
2,中国电信官方旗舰店江苏手机充值元电信话费直充快充电信充值,1898
2,广州唯品会信息科技有限公司,1895
1,建行湖南营运,1892
1,现金利息,1888
1,归还个贷,1883
2,阿里云计算有限公司,1878
0,赏你的,1876
2,当当订单,1875
1,公益宝贝捐款捐款项目壹乐园计划商品,1871
1,个人小件商品付款,1870
1,银联跨行自动还款,1870
0,批收,1866
2,－银联网关中国铁路总公司资金清算中心,1862
2,苹果公司,1861
1,跨行取款手续费元,1859
2,服务费,1857
1,山东省分行本,1854
1,中国银联互联网线上商户消费,1851
2,全时便利店,1848
0,掌钱便民缴费,1844
2,短信服务费补,1839
2,中国移动通信集团北京有限公司,1837
2,银联消费上海银联电子支付服务有限公司,1837
2,海南新生信息技术有限公司,1835
2,手机支付,1833
0,优步,1832
2,彩票投注,1829
1,元宝,1825
0,其他支出,1825
1,个人消费贷款发放,1824
1,资金归集转账,1813
1,民生银行直销,1808
1,跨行通手续费,1808
1,省分行核算中,1795
2,中国银联股份有限公司上,1794
0,礼信_餐厅,1794
2,机票订单付款{|},1791
0,,1790
2,艺龙酒店酒店订单,1790
1,淘宝信用贷款还款_,1787
1,现金分期单期金额分期,1787
1,网上银行充退,1786
1,贷记卡转账还款,1781
2,河南移动手机话费充值元快充直充小时自动充值即时到帐,1776
0,__,1770
2,淘宝购物七匹狼内部链接拍前咨询谢谢合作东东专用链接元,1768
1,代发资金,1768
1,财付通付,1765
2,游戏服务,1763
2,特约浙江翼信科技有限公司网易宝,1753
1,转分期付款,1753
1,快递送货上门类刷卡交易京东商城,1752
0,恒大其他费用,1751
2,微店订单手机开店很方便,1748
1,本行自动还款,1744
1,冲补账处理,1743
2,沃尔玛深国投百货有限公司,1742
2,美团网北京三快科技有限公司消费,1742
2,中国银联股份有限公司客服,1737
1,批量业务小额费,1732
2,中国铁路总公司资金清算中心,1731
1,转账到银行卡,1731
1,实时还款,1729
2,重庆消费亚马逊中国,1721
2,米源饮料,1714
1,账户充值面额,1708
2,聚美优品购物车编号,1707
0,卡取,1704
0,中国网络技术有,1698
2,江苏京东信息技术有限公司订购消费,1692
2,中国联合网络通信有限公司,1689
1,美宜佳付款,1689
1,口碑商家交易,1687
2,小米彩票竞彩足球,1678
1,现金分期每月手续费,1675
2,上海格瓦商务信息咨询有限公司,1674
1,千行你我北京科技有,1656
2,神州专车产品,1656
2,官方超快充值四川联通元充值,1655
2,华程西南旅行社携程,1655
1,信用卡,1652
2,中移电子商务有限公司快捷支付,1649
2,上海公共交通卡股份有限公司,1645
2,手钱包支付腾讯公司,1643
2,麦当劳麦乐送,1641
2,艺龙旅行网,1640
0,苏宁快捷消费,1639
1,利息交易,1636
0,',1636
0,代收划转,1634
1,理财专户转入活期账户,1633
0,卖家版运费险理赔,1633
0,省运管核算,1630
1,连连银通,1625
2,上海必胜客有限公司,1625
1,账单分期金额,1614
1,友宝可口可乐,1612
0,携程,1610
2,迅付信息科技客服,1609
0,惠众年度,1607
2,上海华程西南国际旅行社有限公,1596
1,赎回款,1595
2,淘宝购物北京移动话费元快充自动充值即时到帐,1592
0,广发,1585
1,余额分期当月扣款余额转分期九期,1583
2,会员入金,1580
2,游戏充值,1577
1,代发奖金,1576
1,银联卡转入,1576
2,淘宝购物湖南移动手机话费充值元快充直充小时自动充即时到帐,1576
0,米币,1576
2,财付通支付科技有限公司客户备付金,1574
1,去哪儿网,1574
2,中国平安财产保险股份有限公司,1573
1,营业厅充值缴费,1562
0,中国联合网络通信有,1558
1,条码支付华润,1553
2,卡年费,1550
2,张优惠券,1550
1,虹梅路号凯科国际大厦楼代付业务,1549
2,上海天翌电子商务有限公司,1548
2,网易宝有限公司消费,1547
0,代发劳务费,1543
1,天天基金,1541
2,银联上海统一星巴克咖啡有限公司星巴克,1540
1,小额定期,1536
1,代付收款,1534
1,充值,1530
2,网银在线京东订单支付,1527
2,北京京客隆商业集团股份有限公司,1527
2,百胜餐饮广东有限公司,1524
1,余额分期当月扣款余额转分期六期<>,1516
2,会员出金,1516
1,基金赎回到账,1516
2,北京畅行信息技术有限公司,1514
1,购买基金,1511
1,存款户现金存款,1505
1,四川省分行营,1505
0,缴费,1504
2,上海天翌电子商务有限公,1504
2,湖北星巴克咖啡有限公司,1503
0,恒大其他,1502
2,杭州财米科技有限公司代付业务,1502
2,深圳市迅雷网络技术有限公司,1500
1,贷款还息,1496
1,系统,1492
2,迅销中国商贸有限公,1490
1,批量业务理财购买,1489
2,悦达咖世家咖啡,1483
1,卡通大额,1481
1,签购单,1478
2,深圳市财付通科技有限深圳,1476
1,财付通友宝,1476
1,中赢金融,1465
0,受托分红,1465
1,核算中心跨行,1461
1,乐收银收款,1459
1,网上银行退货,1458
1,银行卡部信用卡还款,1455
2,快钱支付清算信息有限公司,1455
1,退款_,1451
2,迅付信息科技有限公司,1451
0,北京港佳好邻居连锁,1449
1,华程西南携程退款,1449
1,阿里通信流量代扣费{}扣款,1444
1,银行卡中心信用卡还款,1443
0,新同城提回实,1430
0,房租,1427
2,天津移动手机充值元快充直充小时自动充即时到账,1426
1,公益宝贝捐款捐款项目免费午餐基金商品,1425
2,银联无卡订购北京嘉信浩远信息技术有限公司,1425
1,网上银行代收业务,1424
1,批量业务转入,1423
1,铁道部资金清算铁路票务,1416
0,么么哒,1403
1,黄金套餐,1400
0,包养你,1399
2,刷卡次数免年费,1399
2,呷哺呷哺餐饮管理有限公司,1398
1,金币充值,1398
2,吉林移动手机话费充值元快充直充小时自动充值即时到帐,1396
1,圈存转帐,1395
1,贷款还本,1394
1,电子汇入,1390
1,易联扣款,1385
1,银联取款中国银行,1385
1,银联取款中国农业银行,1384
1,银联取款中国建设银行,1383
2,淘宝购物河南移动官方话费充值元只要元,1382
1,－银联网关易联支付,1381
2,湖北移动元话费充值卡手机充值快充直充自动充值即时到账,1380
2,上海巨昂投资有限公司,1379
1,安徽省分行核,1373
2,好德便利线下条码,1372
0,万惠,1371
1,倒退日存款转账,1370
1,批量业务贵金属买,1370
1,往来款,1370
0,短信收费,1369
1,京东商城快捷支付,1367
2,保险,1366
0,苏宁易购,1365
0,天天,1365
2,移动,1365
1,对私银行卡转证券,1364
2,北京艺龙航空服务有限公司,1363
1,电话银行,1357
1,跨行自助转账还款跨行自助还款,1356
2,中油碧辟石油有限公司,1355
2,北京通达无限科技有限公司,1350
2,集市订单贷款还款_,1349
0,自动购买钱生钱,1346
0,?浙江杭州,1345
1,自动扣账还款,1341
2,上海益实多电子商务有限公司号店,1340
2,上海奇漾信息技术有限公,1340
0,用卡无忧收费,1338
1,提现手续费,1337
2,杭州肯德基有限公司,1331
1,营业款,1330
1,钻石,1326
2,北京口袋时尚科技有限公司,1325
1,银联荷兰商户,1322
2,山西移动手机话费充值元快充直充小时自动充值即时到帐,1317
0,充值元,1314
1,广州市还款,1314
2,世纪联华门店消费,1310
1,网银贷记,1310
1,红杏充值,1305
1,结售汇即时结汇,1304
2,辰龙棋牌游戏,1296
2,北京神州汽车租赁有限公司,1295
2,顺丰速运有限公司,1293
2,可的便利线下条码,1293
1,建行江苏省分,1290
0,信福无忧年度,1290
1,代付其他,1286
0,杭州铜板街网,1286
0,乐刷_刷卡消费,1284
2,上海有限公司南京太平北路店,1280
2,小米科技有限责任公司,1276
2,上海米源饮料有限公司,1274
1,上海分行运行,1272
2,深圳市点典餐饮服务有限公司_餐厅,1270
2,中国移动通信集团浙江有限公,1268
0,经典黑白帆布鞋乐福拼色两道杠小白鞋透气平底护士鞋子,1268
2,网易考拉海购订单编号,1264
0,费用,1264
2,退款饿了么订单,1263
2,微梦创科网络科技中国有限,1261
2,众安在线财产保险股份有限公司,1260
0,燃气费,1259
1,预授权确认跨行,1257
1,余额转分期六期,1252
1,专业版还款,1248
2,渤海易生商务服务有限公司,1247
1,批量业务定投申购,1247
1,核算中心网上银行转帐,1246
1,财付通微信,1245
1,陆金所扣款,1243
